8,59478,0.31810840
7,52799,0.28238685
9,27140,0.14515387
6,22060,0.11798431
5,9475,0.05067549
10,5021,0.02685400
4,4030,0.02155379
3,3223,0.01723769
2,1656,0.00885684
1,1491,0.00797437
0,601,0.00321435
